Year,Title,IMDb,RottenTomatoes,Service
2020,Death to 2020,6.8,69,Netflix
2018,Operation Finale,6.6,69,Netflix
2019,The Great Hack,7,69,Netflix
2018,The Land of Steady Habits,6.2,69,Netflix
2015,Suffragette,6.9,69,Netflix
2018,Wildlife,6.8,69,Netflix
2017,War Machine,6,69,Netflix
2017,Bending the Arc,7.8,69,Netflix
2014,Kill the Messenger,6.9,69,Netflix
2018,Feminists: What Were They Thinking?,7,69,Netflix
2020,If Anything Happens I Love You,7.8,69,Netflix
2017,Nobody Speak: Trials of the Free Press,6.5,69,Netflix
2017,Sand Castle,6.3,69,Netflix
2019,The Forest of Love,6.3,69,Netflix
2006,Kabhi Alvida Naa Kehna,6.1,69,Netflix
2021,Fatherhood,6.7,69,Netflix
2011,Our Idiot Brother,6.4,69,Netflix
2018,Quién te cantará,7,68,Netflix
2010,Takers,6.2,68,"Prime Video, Netflix"
2010,Udaan,8.2,68,Netflix
2016,City of Joy,7.5,68,"Prime Video, Netflix"
2016,Under the Shadow,6.9,68,Netflix
2019,The Silence of Others,8,68,Netflix
2006,Nacho Libre,5.8,68,Netflix
2009,Ninja Assassin,6.3,68,Netflix
2009,The Twilight Saga: New Moon,4.7,68,Netflix
2020,Rocks,7.5,68,Netflix
2012,Step Up Revolution,6.4,68,"Hulu, Netflix"
2020,Giving Voice,6.7,68,Netflix
2018,Like Father,6.1,68,Netflix
1987,Eddie Murphy Raw,7.7,68,Netflix
2013,Berserk: The Golden Age Arc III - The Advent,7.9,68,Netflix
2017,Aval,6.8,68,Netflix
2016,The Promise,6,68,Netflix
2018,Prospect,6.3,68,Netflix
2019,Ne Zha,7.5,68,Netflix
2017,Bad Genius,7.6,68,Netflix
2017,Burning Sands,6.1,68,Netflix
2020,Ludo,7.6,68,Netflix
2010,Eat Pray Love,5.8,68,Netflix
2015,Circle,6,68,"Prime Video, Netflix"
2019,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.6,68,Netflix
2018,Dovlatov,6.4,68,Netflix
2004,Lakshya,7.9,68,Netflix
2020,American Murder: The Family Next Door,7.2,68,Netflix
2007,Jab We Met,7.9,68,"Prime Video, Netflix"
2018,Kuchh Bheege Alfaaz,7.5,68,Netflix
2015,John Mulaney: The Comeback Kid,8,68,Netflix
2018,Apostle,6.3,68,Netflix
2020,After We Collided,5.2,68,Netflix
1988,Mystic Pizza,6.3,68,"Hulu, Netflix"
2009,Middle Men,6.8,68,Netflix
2020,To All the Boys: P.S. I Still Love You,6,68,Netflix
2020,Malang,6.5,68,Netflix
2019,Someone Great,6.2,68,Netflix
2017,Time Trap,6.3,68,Netflix
2016,In This Corner of the World,7.8,68,Netflix
2018,C/o Kancharapalem,9,68,Netflix
1990,Agneepath,7.7,68,Netflix
2018,The Package,5.5,67,Netflix
2018,Tau,5.8,67,Netflix
2011,Your Highness,5.5,67,"Prime Video, Netflix"
2004,Alexander,5.6,67,Netflix
2021,Rurouni Kenshin: The Final,7.2,67,Netflix
2014,Bill Burr: I'm Sorry You Feel That Way,8.3,67,Netflix
2012,Berserk: The Golden Age Arc I - The Egg of the King,7.6,67,Netflix
2020,All the Bright Places,6.5,67,Netflix
1984,Streets of Fire,6.7,67,Netflix
2017,Sleepless,5.6,67,Netflix
1982,An Egyptian Story,7.3,67,Netflix
2021,Major Grom: Plague Doctor,6.3,67,Netflix
2018,Struggle: The Life and Lost Art of Szukalski,8,67,Netflix
2021,Seaspiracy,8.2,67,Netflix
2014,Wish I Was Here,6.7,67,Netflix
2021,Moxie,6.7,67,Netflix
2020,18 Presents,6.7,67,Netflix
2021,Oxygen,6.5,67,Netflix
2018,Private Life,7.2,67,Netflix
2013,The Grandmaster,6.6,67,Netflix
2017,Home Again,5.8,67,Netflix
2020,Athlete A,7.6,67,Netflix
2018,The Outsider,6.3,67,"Hulu, Prime Video, Netflix"
2009,The Fourth Kind,5.9,67,Netflix
2016,Bastille Day,6.3,67,Netflix
2016,The Whole Truth,6.2,67,Netflix
2018,Ibiza,5.2,67,Netflix
2014,Sabotage,5.7,67,Netflix
2021,Penguin Bloom,6.8,67,Netflix
2020,The Kissing Booth 2,5.8,67,Netflix
2016,Kingsglaive: Final Fantasy XV,6.8,67,Netflix
2018,Mirai,7,67,Netflix
1990,Child's Play 2,5.9,67,Netflix
2006,World Trade Center,5.9,67,"Prime Video, Netflix"
2012,OMG: Oh My God!,8.1,67,Netflix
2018,A Private War,6.7,67,Netflix
2014,Get on Up,6.9,67,Netflix
2012,The Possession,5.9,67,Netflix
2019,The Angry Birds Movie 2,6.4,67,Netflix
2021,Stowaway,5.6,67,Netflix
2012,Bill Burr: You People Are All The Same,8.3,67,Netflix
2008,Four Christmases,5.7,67,Netflix
2013,Bombay Talkies,6.7,67,Netflix
2014,Vampire Academy,5.5,67,Netflix
2014,Brick Mansions,5.7,67,Netflix
2021,Kingdom: Ashin of the North,7.1,67,Netflix
1994,Andaz Apna Apna,8.1,67,Netflix
2020,Emicida: AmarElo - It's All for Yesterday,8.5,67,Netflix
2021,Blue Miracle,6.7,67,Netflix
2015,Holding the Man,7.4,67,Netflix
2018,Small Town Crime,6.6,67,Netflix
2019,Ek Ladki Ko Dekha Toh Aisa Laga,5.5,67,Netflix
2017,First They Killed My Father,7.2,67,Netflix
2020,Rising Phoenix,8.1,67,Netflix
2019,The Wolf's Call,6.9,67,Netflix
2012,Paan Singh Tomar,8.2,67,Netflix
2019,John Mulaney & The Sack Lunch Bunch,7.5,67,Netflix
2015,Seventh Son,5.5,67,Netflix
2005,The Death of Mr. Lazarescu,7.9,67,Netflix
2020,The Occupant,6.4,67,Netflix
2019,The Body Remembers When the World Broke Open,6.9,67,Netflix
2021,The Woman in the Window,5.7,67,Netflix
2017,Berlin Syndrome,6.3,67,Netflix
2017,What the Health,7.4,67,Netflix
2010,The Runaways,6.5,67,Netflix
2017,Kodachrome,6.8,67,Netflix
1998,Croupier,7.1,67,Netflix
2011,The Smurfs,5.4,67,Netflix
2014,Muppets Most Wanted,6.4,67,"Disney Plus, Netflix"
2017,Creep 2,6.5,67,Netflix
2013,Mandela: Long Walk to Freedom,7.1,66,Netflix
2017,Toilet: A Love Story,7.2,66,Netflix
2013,The Square,8.1,66,Netflix
1998,Jerry Seinfeld: I'm Telling You for the Last Time,7.9,66,Netflix
2017,"Roxanne, Roxanne",6.2,66,Netflix
2016,Riphagen The Untouchable,7.1,66,Netflix
2016,Dear Zindagi,7.5,66,Netflix
2001,Vizontele,8,66,Netflix
2021,Good on Paper,5.6,66,Netflix
2019,Ophelia,6.6,66,Netflix
2014,Black Sea,6.4,66,Netflix
2018,Girl,7.1,66,"Hulu, Netflix"
2018,Irreplaceable You,6.4,66,Netflix
2016,The Do-Over,5.7,66,Netflix
2004,Metallica: Some Kind of Monster,7.5,66,Netflix
2017,Handsome Devil,7.1,66,Netflix
2015,Unfriended,5.5,66,Netflix
2016,Visaranai,8.5,66,Netflix
2018,Been So Long,5.5,66,Netflix
2021,Yes Day,5.7,66,Netflix
2021,Blood Red Sky,6.1,66,Netflix
2018,The Bleeding Edge,7.6,66,Netflix
2020,Tread,7.1,66,Netflix
2012,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.8,66,Netflix
2019,Kevin Hart: Irresponsible,6.5,66,Netflix
2019,In the Tall Grass,5.4,66,Netflix
2012,Wadjda,7.5,66,Netflix
2021,Ferry,7,66,Netflix
2007,The Heartbreak Kid,5.8,66,Netflix
1997,Fools Rush In,6.1,66,Netflix
2008,Wild Child,6.1,66,Netflix
2020,The Lovebirds,6.1,66,Netflix
2013,Machete Kills,5.6,66,Netflix
2020,Sergio,6.1,66,Netflix
2021,The Last Letter From Your Lover,6.8,66,Netflix
2018,Kursk,6.6,66,Netflix
2019,Then Came You,7,66,Netflix
2016,Gantz:O,7.1,66,Netflix
2019,Jenny Slate: Stage Fright,5.9,66,Netflix
2018,Taylor Swift: Reputation Stadium Tour,8.4,66,Netflix
2008,Jodhaa Akbar,7.6,66,Netflix
2018,Red Joan,6.4,66,Netflix
2018,Amateur,5.9,66,Netflix
2003,What a Girl Wants,5.8,66,Netflix
1990,Quigley Down Under,6.9,66,Netflix
2010,Cop Out,5.6,66,Netflix
2016,Mindhorn,6.3,66,Netflix
2018,Katt Williams: Great America,6.1,66,Netflix
2020,Lingua Franca,6.4,66,Netflix
2011,Abduction,5.1,66,"Prime Video, Netflix"
2014,Copenhagen,7.1,66,Netflix
2019,High Flying Bird,6.2,66,Netflix
2014,Free to Play,7.8,66,Netflix
2013,Life of Crime,5.8,66,Netflix
2015,A Very Murray Christmas,5.5,66,Netflix
2019,The Silence,5.3,65,Netflix
2010,Sarah's Key,7.5,65,Netflix
2018,Abducted in Plain Sight,6.8,65,Netflix
2018,Winchester,5.5,65,Netflix
2017,Our Souls at Night,6.9,65,Netflix
1989,The Karate Kid Part III,5.3,65,Netflix
2021,Haseen Dillruba,6.9,65,Netflix
2013,SampleThis,6.4,65,Netflix
1998,Bride of Chucky,5.4,65,Netflix
2016,Christine,6.9,65,"Hulu, Netflix"
2017,Secret Superstar,7.8,65,Netflix
2019,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,6.9,65,Netflix
2017,WHAT DID JACK DO?,6.5,65,Netflix
2016,Blue Jay,7.3,65,Netflix
2017,Deidra & Laney Rob a Train,6.1,65,Netflix
2018,Hari Kondabolu: Warn Your Relatives,6.4,65,Netflix
2019,Close,5.7,65,Netflix
2018,Sir,7.7,65,Netflix
1995,Congo,5.2,65,Netflix
2020,The Prom,5.9,65,Netflix
2007,Naruto Shippuden the Movie,6.9,65,Netflix
2013,The Bling Ring,5.6,65,Netflix
2016,Greater,7.3,65,Netflix
2016,07:19,5.9,65,Netflix
2017,Neal Brennan: 3 Mics,7.9,65,Netflix
2017,In the Family,7.7,65,Netflix
2018,The Awakening of Motti Wolkenbruch,6.6,65,Netflix
2019,Beats,6.4,65,"Prime Video, Netflix"
2020,Lost Girls,6.1,65,Netflix
2018,The Witch: Part 1. The Subversion,7.2,65,Netflix
2006,Don,7.2,65,Netflix
2015,A Little Chaos,6.5,65,Netflix
1993,Dennis the Menace,5.6,65,Netflix
2017,iBoy,6,65,Netflix
2010,Rush: Beyond The Lighted Stage,8.4,65,Netflix
2019,See You Yesterday,5.2,65,Netflix
2013,Metallica: Through the Never,7.2,65,Netflix
2021,Xtreme,5.8,65,Netflix
2018,Beyond the Clouds,7,65,Netflix
2020,Two Distant Strangers,6.9,65,Netflix
2018,Bert Kreischer: Secret Time,7.4,65,Netflix
2021,To All the Boys: Always and Forever,6.3,65,Netflix
2021,Breaking Boundaries: The Science of Our Planet,7.8,65,Netflix
2019,"Yes, God, Yes",6.1,65,Netflix
1980,The Long Riders,7,65,"Prime Video, Netflix"
2017,Shepherds and Butchers,6.8,65,Netflix
2012,Big Miracle,6.5,65,Netflix
2020,Gunjan Saxena: The Kargil Girl,5.3,65,Netflix
2017,The Invisible Guardian,6.4,65,Netflix
2015,Cop Car,6.3,65,Netflix
2004,Main Hoon Na,7,65,Netflix
2019,Last Breath,7.7,65,Netflix
2009,The Stepfather,5.6,65,"Hulu, Prime Video, Netflix"
2018,Joe Rogan: Strange Times,7.4,65,Netflix
2002,The Sweetest Thing,5.2,65,"Prime Video, Netflix"
1998,Dil Se..,7.6,65,Netflix
2021,Thunder Force,4.4,65,Netflix
2016,The Ivory Game,7.9,65,Netflix
2019,Otherhood,6.1,65,Netflix
2021,Space Sweepers,6.6,65,Netflix
2004,The Prince & Me,5.9,65,"Prime Video, Netflix"
2016,For the Love of Spock,7.6,65,Netflix
2015,The Green Inferno,5.3,64,Netflix
2020,A Babysitter's Guide to Monster Hunting,5.4,64,Netflix
2019,Fantastic Fungi,7.8,64,Netflix
1998,West Beirut,7.7,64,Netflix
2015,He Never Died,6.4,64,Netflix
2014,The Nut Job,5.7,64,Netflix
2017,Unicorn Store,5.5,64,Netflix
2018,Alex Strangelove,6.3,64,Netflix
2009,Naruto Shippuden the Movie: The Will of Fire,7.2,64,Netflix
2019,David Foster: Off the Record,6.8,64,Netflix
2018,Pihu,6.7,64,Netflix
1992,American Me,7.2,64,Netflix
2020,The Christmas Chronicles: Part Two,6,64,Netflix
2015,Sinister 2,5.3,64,Netflix
2011,Don't Go Breaking My Heart,6.5,64,Netflix
2018,Black '47,6.9,64,Netflix
2018,Mute,5.5,64,Netflix
2016,"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,64,Netflix
2017,The Ottoman Lieutenant,6.5,64,Netflix
2018,Teefa in Trouble,7.2,64,Netflix
2016,David Cross: Making America Great Again,6.5,64,Netflix
1998,The Last Days,7.8,64,Netflix
2007,Fred Claus,5.6,64,Netflix
2018,Sierra Burgess Is a Loser,5.8,64,Netflix
2011,Pariah,7.2,64,Netflix
2018,Cam,5.9,64,Netflix
2020,The Boys in the Band,6.8,64,Netflix
2013,Kai Po Che!,7.8,64,Netflix
2018,The Tree of Blood,6.4,64,Netflix
2005,Magic Carpet Ride,7.4,64,Netflix
2019,A Sun,7.6,64,Netflix
1996,The Mirror Has Two Faces,6.6,64,Netflix
2018,The Skin of the Wolf,5.8,64,Netflix
2018,Come Sunday,6,64,Netflix
2020,The Forty-Year-Old Version,7.2,64,Netflix
2019,Eli,5.7,64,Netflix
2004,Naruto the Movie: Ninja Clash in the Land of Snow,6.7,64,Netflix
2016,Tony Robbins: I Am Not Your Guru,6.7,64,Netflix
1997,Good Burger,5.7,64,Netflix
2001,Jimmy Neutron: Boy Genius,6,64,Netflix
2019,American Son,5.8,64,Netflix
2020,The Call,7.1,64,Netflix
2008,Nights in Rodanthe,6,64,Netflix
2020,Dick Johnson Is Dead,7.5,64,Netflix
2014,Maps to the Stars,6.2,64,Netflix
2018,The Hows of Us,7.3,64,Netflix
2021,Mimi,8.4,64,Netflix
2016,100 Meters,7.5,64,Netflix
2017,The Death and Life of Marsha P. Johnson,7.3,64,Netflix
2017,No Game No Life: Zero,7.5,64,Netflix
2020,Taylor Tomlinson: Quarter-Life Crisis,7.4,64,Netflix
2020,All Day and a Night,5.8,64,Netflix
2016,Ali Wong: Baby Cobra,7.6,64,Netflix
2018,Parmanu: The Story of Pokhran,7.6,64,Netflix
2017,The Incredible Jessica James,6.5,64,Netflix
2018,The Happytime Murders,5.4,64,Netflix
2018,The Strangers: Prey at Night,5.2,64,Netflix
2003,Cradle 2 the Grave,5.8,64,Netflix
2009,Jim Gaffigan: King Baby,7.8,64,Netflix
2019,Rust Creek,5.9,64,Netflix
2013,The Smurfs 2,5.3,64,Netflix
2011,Asmaa,8.2,64,Netflix
2008,Rock On!!,7.7,64,"Prime Video, Netflix"
2019,Fisherman’s Friends,7,64,Netflix
2019,Avengement,6.6,64,Netflix
2016,Other People,6.8,64,Netflix
1995,Kicking and Screaming,6.8,64,"Prime Video, Netflix"
2015,Tamasha,7.3,64,Netflix
2016,The Meddler,6.3,64,Netflix
2016,White Girl,5.7,64,Netflix
2021,Below Zero,6.2,64,Netflix
2017,The Climb,6.9,64,"Prime Video, Netflix"
2018,The Rachel Divide,6.2,64,Netflix
2009,1000 Mabrouk,7.5,64,Netflix
2011,Undefeated,7.7,64,Netflix
2019,Lying and Stealing,5.4,64,Netflix
2019,Who Would You Take to a Deserted Island?,5.3,64,Netflix
1979,Richard Pryor: Live in Concert,8.1,64,Netflix
2007,Om Shanti Om,6.7,63,Netflix
2009,Year One,4.9,63,Netflix
2010,"Waiting for ""Superman""",7.5,63,Netflix
2020,Andhaghaaram,7.8,63,Netflix
2011,Hop,5.4,63,Netflix
2014,Coming Soon,7.4,63,Netflix
1998,The Rugrats Movie,5.9,63,Netflix
2020,Jingle Jangle: A Christmas Journey,6.5,63,Netflix
2014,Mission Blue,8,63,Netflix
1997,Beverly Hills Ninja,5.6,63,Netflix
2016,In a Valley of Violence,6,63,Netflix
2014,The Battered Bastards of Baseball,8,63,Netflix
2019,Inhuman Kiss,6.5,63,Netflix
2017,The Motive,6.5,63,Netflix
2018,Lust Stories,6.4,63,Netflix
2017,Beyond Skyline,5.3,63,Netflix
2019,Holiday in the Wild,6.1,63,Netflix
2015,Umrika,6.6,63,Netflix
2018,The Seven Deadly Sins: Prisoners of the Sky,7.1,63,Netflix
2017,Long Shot,7.4,63,Netflix
2009,Dev.D,8,63,Netflix
2017,Judd Apatow: The Return,6.2,63,Netflix
2008,Jaane Tu... Ya Jaane Na,7.5,63,Netflix
2012,Escape from Planet Earth,5.9,63,Netflix
2015,Aziz Ansari: Live at Madison Square Garden,6.6,63,Netflix
2005,"Yours, Mine & Ours",5.5,63,"Prime Video, Netflix"
2011,Bully,7.3,63,Netflix
2016,Sleight,5.9,63,Netflix
2019,The Hummingbird Project,6.2,63,Netflix
2018,"Game Over, Man!",5.4,63,Netflix
1998,Edge of Seventeen,6.8,63,Netflix
2018,A Christmas Prince: The Royal Wedding,5.3,63,Netflix
2001,American Outlaws,6,63,Netflix
2014,Jim Jefferies: Bare,8.1,63,Netflix
2009,Wake Up Sid,7.6,63,Netflix
1992,Bill Hicks: Relentless,8.6,63,Netflix
2018,Mary Magdalene,5.9,63,Netflix
2020,BLACKPINK: Light Up the Sky,7.5,63,Netflix
2013,Madras Cafe,7.7,63,Netflix
2008,Berlin Calling,7.2,63,Netflix
2018,The Titan,4.8,63,Netflix
2018,I Am Not an Easy Man,6.3,63,Netflix
2017,Love Off the Cuff,6.5,63,Netflix
1991,Child's Play 3,5.1,63,Netflix
2000,Rugrats in Paris: The Movie,6.2,63,Netflix
2008,Naruto Shippuden the Movie: Bonds,7,63,Netflix
2015,Heneral Luna,7.5,63,Netflix
2011,Delhi Belly,7.6,63,Netflix
2018,Armed to the Teeth,8,63,Netflix
2021,I Am All Girls,5.8,63,Netflix
2021,Jagame Thandhiram,6,63,Netflix
2019,Master Z: Ip Man Legacy,6.5,63,Netflix
2020,Hubie Halloween,5.2,63,Netflix
2011,Naruto Shippuden the Movie: Blood Prison,7.3,63,Netflix
2021,Awake,4.8,63,"Prime Video, Netflix"
2020,Bulbbul,6.6,63,Netflix
2021,Malcolm & Marie,6.7,63,Netflix
2013,Fukrey,6.9,63,Netflix
2019,Furie,6.3,63,Netflix
2019,The Blue Elephant Part 2,8.2,63,Netflix
2017,Orbiter 9,5.9,63,Netflix
2018,Awe!,7.8,63,Netflix
2016,Our Lovers,6.8,63,Netflix
2017,Newness,6.3,63,Netflix
2018,Freak Show,6.6,63,"Hulu, Netflix"
2014,Black or White,6.6,63,Netflix
2019,Everybody's Everything,7.4,63,Netflix
2011,The Darkest Hour,4.9,63,Netflix
2016,Headshot,6.4,63,Netflix
2016,Ratchet & Clank,5.6,63,Netflix
2013,Blind Detective,6.5,63,Netflix
2019,Capital in the Twenty-First Century,7.4,63,Netflix
2019,Rim of the World,5.2,63,Netflix
2021,America: The Motion Picture,5.7,63,Netflix
2018,The Princess Switch,6.1,63,Netflix
2016,Belgica,6.7,63,Netflix
2015,Pyaar Ka Punchnama 2,7.2,63,Netflix
1997,Love Jones,7.4,63,Netflix
2010,Kevin Hart: Seriously Funny,7.6,63,Netflix
2019,Violet Evergarden: Eternity and the Auto Memory Doll,7.5,63,Netflix
1989,Little Monsters,6.1,63,"Hulu, Netflix"
2015,Mucize,7.6,63,Netflix
2012,Playing for Keeps,5.7,62,Netflix
2020,#Alive,6.3,62,Netflix
2021,Finding 'Ohana,6.1,62,Netflix
2016,Three,7.3,62,Netflix
2019,Aziz Ansari: Right Now,7.8,62,Netflix
1993,Bill Hicks: Revelations,8.6,62,Netflix
2009,Love Happens,5.7,62,Netflix
2019,The Wind,5.6,62,Netflix
2012,Habibie & Ainun,7.6,62,Netflix
2020,Feel the Beat,6.3,62,Netflix
2009,Hotel for Dogs,5.4,62,Netflix
2020,Silver Skates,7.1,62,Netflix
2018,Elizabeth Harvest,5.8,62,Netflix
2000,Joseph: King of Dreams,6.5,62,Netflix
2020,Choked: Paisa Bolta Hai,5.8,62,Netflix
2017,Carrie Pilby,6.7,62,Netflix
2017,Blame!,6.7,62,Netflix
2020,Ala Vaikunthapurramuloo,7.3,62,Netflix
2019,The Operative,5.7,62,Netflix
2021,Pelé,7,62,Netflix
2017,Little Evil,5.7,62,Netflix
2017,Mersal,7.8,62,Netflix
2020,Hannah Gadsby: Douglas,7.9,62,Netflix
2020,Operation Christmas Drop,5.8,62,Netflix
2017,Pokémon the Movie: I Choose You!,6.3,62,Netflix
2019,Sweetheart,5.8,62,Netflix
2018,Delirium,5.8,62,Netflix
2017,The Bar,6.3,62,Netflix
1999,Herod's Law,8,62,Netflix
2011,A Princess for Christmas,6.4,62,Netflix
2019,Triple Threat,5.6,62,Netflix
2016,Kevin Hart: What Now?,5.9,62,Netflix
2017,Goon: Last of the Enforcers,5.8,62,Netflix
2013,The Unknown Known,7.1,62,Netflix
2020,The Paramedic,5.6,62,Netflix
2004,Yuva,7.4,62,Netflix
2017,Can't Help Falling in Love,7.2,62,Netflix
2017,Sandy Wexler,5.2,62,Netflix
2018,Nothing to Hide,6.8,62,Netflix
2017,Sad Hill Unearthed,7.4,62,Netflix
2021,How I Became a Superhero,5.8,62,Netflix
2020,Isi & Ossi,6.4,62,Netflix
2010,Naruto Shippuden the Movie: The Lost Tower,7,62,Netflix
2006,Trailer Park Boys: The Movie,7.2,62,Netflix
2015,The Ridiculous 6,4.8,62,Netflix
2019,Sword of Trust,6.3,62,Netflix
2018,Bad Seeds,7.3,62,Netflix
2018,Wildling,5.5,62,Netflix
2019,Uyare,8,62,Netflix
2017,Christmas Inheritance,5.7,62,Netflix
2019,Chopsticks,6.5,62,Netflix
2020,2 Hearts,6.1,62,Netflix
2020,The Night Clerk,5.5,62,Netflix
2009,Kevin Hart: I'm a Grown Little Man,7.6,62,Netflix
2020,Work It,6.1,62,Netflix
2001,Domestic Disturbance,5.6,62,Netflix
2013,Gimme Shelter,6.5,62,Netflix
2014,My Beautiful Broken Brain,7.1,62,Netflix
2017,Bill Burr: Walk Your Way Out,7.3,62,Netflix
2015,Minimalism: A Documentary About the Important Things,6.7,62,Netflix
2017,Toc Toc,6.8,62,Netflix
2021,Secret Magic Control Agency,6.2,62,Netflix
2020,The Three Deaths of Marisela Escobedo,8.2,62,Netflix
2016,Message from the King,6.4,62,Netflix
2019,Falling Inn Love,5.6,62,Netflix
2018,Demetri Martin: The Overthinker,7.2,62,Netflix
2021,Nayattu,8.2,61,Netflix
1958,Cairo Station,7.6,61,Netflix
1979,No Longer kids,9,61,Netflix
2015,Demonic,5.3,61,Netflix
2019,Wine Country,5.5,61,Netflix
2016,The Fury of a Patient Man,6.8,61,Netflix
2019,4 latas,5.9,61,Netflix
2019,The Last Summer,5.6,61,Netflix
2006,Jeff Dunham: Arguing with Myself,8,61,"Prime Video, Netflix"
2005,Initial D,6.4,61,Netflix
2018,In Darkness,5.8,61,Netflix
2013,Mike Birbiglia: My Girlfriend's Boyfriend,8,61,Netflix
2019,Seth Meyers: Lobby Baby,7.5,61,Netflix
2020,Audrey,7.2,61,Netflix
2019,I'm No Longer Here,7.3,61,Netflix
2017,Bad Day for the Cut,6.5,61,Netflix
2018,The Other Side of the Wind,6.8,61,Netflix
2020,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",8.6,61,Netflix
2018,Modest Heroes,6.6,61,Netflix
2019,Bennett's War,5.9,61,Netflix
2004,Seed of Chucky,4.8,61,Netflix
2018,Welcome Home,5.2,61,Netflix
2020,1BR,5.8,61,Netflix
2018,The Debt Collector,5.8,61,"Prime Video, Netflix"
2014,Happy New Year,5,61,Netflix
2006,Katt Williams: The Pimp Chronicles Pt. 1,7.7,61,Netflix
2020,The Last Blockbuster,6.7,61,Netflix
2017,Acts of Vengeance,5.7,61,Netflix
2021,Mandela,8.5,61,Netflix
2020,Calm with Horses,6.9,61,Netflix
2014,A Haunted House 2,4.7,61,Netflix
2017,Giant,6.7,61,Netflix
2019,Dancing with the Birds,8.3,61,Netflix
2010,Guzaarish,7.5,61,Netflix
2021,The Seventh Day,4.4,61,Netflix
2018,Chris Rock: Tamborine,6.6,61,Netflix
2012,6 Bullets,6.1,61,Netflix
2017,Shimmer Lake,6.3,61,Netflix
2020,Altered Carbon: Resleeved,6.5,61,Netflix
2016,I Am the Pretty Thing That Lives in the House,4.6,61,Netflix
2020,Don't Listen,6.1,61,Netflix
2006,The International,7.2,61,"Prime Video, Netflix"
2010,The Last Airbender,4,61,Netflix
2021,Things Heard & Seen,5.3,61,Netflix
2010,Life 2.0,6.2,61,Netflix
2009,Fighting,5.6,61,Netflix
2019,Wanda Sykes: Not Normal,7.2,61,Netflix
2018,Studio 54,7,61,Netflix
1989,Best of the Best,6.4,61,Netflix
2016,Incarnate,5.3,61,Netflix
2016,Raman Raghav 2.0,7.4,61,Netflix
2017,Steel Rain,7.1,61,Netflix
2006,Jim Gaffigan: Beyond the Pale,7.9,61,Netflix
2017,Ajji,6.9,61,Netflix
2002,The Legend of Bhagat Singh,8.1,61,Netflix
2018,Hell Fest,5.5,61,Netflix
2019,Oththa Seruppu Size 7,8.5,61,Netflix
2020,Wasp Network,5.9,61,Netflix
2021,Monster,6.5,61,"Prime Video, Netflix"
2009,Kaminey,7.4,61,Netflix
2014,Hasee Toh Phasee,6.8,61,Netflix
2016,A Plastic Ocean,8,61,Netflix
2005,Naruto the Movie: Legend of the Stone of Gelel,6.6,61,Netflix
2013,Shrek the Musical,7,61,Netflix
1996,Maximum Risk,5.5,61,"Hulu, Netflix"
2016,True Memoirs of an International Assassin,5.9,61,Netflix
2018,Animal World,6.5,61,Netflix
2020,Sightless,5.5,61,Netflix
2021,Red Dot,5.5,61,Netflix
2020,Tom Segura: Ball Hog,7.3,61,Netflix
2019,Earthquake Bird,5.9,61,Netflix
2020,Your Name Engraved Herein,7.3,61,Netflix
2021,Skater Girl,6.7,61,Netflix
2018,Bhavesh Joshi Superhero,7.6,61,Netflix
2014,5 Flights Up,6.2,60,Netflix
2021,Murder by the Coast,6.5,60,Netflix
2012,Radio Rebel,5.9,60,Netflix
2021,"Crack: Cocaine, Corruption & Conspiracy",6.7,60,Netflix
2010,Bittersweet,8,60,Netflix
2017,Rangoon,5.6,60,Netflix
2018,How It Ends,5,60,Netflix
2012,Arjun: The Warrior Prince,6.9,60,Netflix
2018,Love per Square Foot,7.2,60,Netflix
2021,Nail Bomber: Manhunt,6.3,60,Netflix
2018,We the Animals,6.9,60,Netflix
2018,"Take the Ball, Pass the Ball",8,60,Netflix
2013,Pee Mak Phrakanong,7.3,60,Netflix
2014,Cut Bank,6.1,60,Netflix
2015,Gabbar Is Back,7.1,60,Netflix
2020,Pete Davidson: Alive from New York,6.1,60,Netflix
2016,Boy Missing,6.4,60,Netflix
2008,Sorry For Disturbing,8,60,Netflix
2015,Advantageous,6.2,60,Netflix
2016,David Brent: Life on the Road,6.3,60,Netflix
2020,A Fall from Grace,5.9,60,Netflix
2019,The Legacy of the Bones,6.3,60,Netflix
2019,Luka Chuppi,6.3,60,Netflix
2014,Ankhon Dekhi,8,60,Netflix
2019,Polaroid,5.1,60,Netflix
2020,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,7,60,Netflix
2006,Naruto the Movie: Guardians of the Crescent Moon Kingdom,6.5,60,Netflix
2019,This Changes Everything,7.4,60,Netflix
2020,Rebecca,6,60,Netflix
2018,Take Your Pills,6.4,60,Netflix
2016,Jim Jefferies: Freedumb,7.7,60,Netflix
2016,The African Doctor,7,60,Netflix
2020,Secrets of the Saqqara Tomb,7.2,60,Netflix
2012,Jim Gaffigan: Mr. Universe,7.8,60,Netflix
2020,The Reason I Jump,7.5,60,Netflix
2018,Retablo,7.3,60,Netflix
2008,Aamir,7.7,60,Netflix
