"","Year","Title","IMDb","RottenTomatoes","Netflix","Hulu","PrimeVideo","DisneyPlus","Service"
"369",2015,"Hardcore Henry",6.7,73,1,0,0,0,"Netflix"
"370",2018,"Tig Notaro: Happy To Be Here",6.7,73,1,0,0,0,"Netflix"
"371",2020,"Spelling the Dream",6.9,73,1,0,0,0,"Netflix"
"372",2019,"Knock Down the House",7.1,73,1,0,0,0,"Netflix"
"373",2007,"Resident Evil: Extinction",6.2,73,1,1,0,0,"Hulu, Netflix"
"374",2019,"Polar",6.3,73,1,0,0,0,"Netflix"
"375",2017,"Saving Capitalism",6.8,73,1,0,0,0,"Netflix"
"376",2017,"The Untold Tales of Armistead Maupin",7.3,73,1,0,0,0,"Netflix"
"377",2021,"The Mitchells vs. The Machines",7.7,73,1,0,0,0,"Netflix"
"378",2020,"Spenser Confidential",6.2,73,1,0,0,0,"Netflix"
"379",2018,"Psychokinesis",5.9,73,1,0,0,0,"Netflix"
"380",2009,"Monsters vs Aliens",6.4,73,1,0,0,0,"Netflix"
"381",2008,"Twilight",5.2,73,1,0,1,0,"Prime Video, Netflix"
"382",2015,"Self/less",6.5,73,1,0,0,0,"Netflix"
"383",2019,"The Highwaymen",6.9,73,1,0,0,0,"Netflix"
"384",2012,"ParaNorman",7,73,1,0,0,0,"Netflix"
"385",2020,"Holidate",6.1,73,1,0,0,0,"Netflix"
"386",2021,"Fear Street Part Two: 1978",6.8,73,1,0,0,0,"Netflix"
"387",2016,"Pee-wee's Big Holiday",6.1,73,1,0,0,0,"Netflix"
"388",2021,"Gunpowder Milkshake",6,73,1,0,0,0,"Netflix"
"389",2017,"Michael Bolton's Big, Sexy Valentine's Day Special",6.7,73,1,0,0,0,"Netflix"
"390",2017,"I Am Not Your Negro",7.9,73,1,1,0,0,"Hulu, Netflix"
"391",2016,"Midnight Special",6.6,73,1,0,0,0,"Netflix"
"392",2016,"Layla M.",6.7,73,1,0,0,0,"Netflix"
"393",2013,"Homefront",6.5,73,1,0,0,0,"Netflix"
"394",2005,"The Squid and the Whale",7.3,73,1,0,0,0,"Netflix"
"395",2002,"Comedian",6.9,73,1,0,0,0,"Netflix"
"396",2015,"No Escape",6.8,73,1,0,0,0,"Netflix"
"397",2018,"Mercury 13",6.9,73,1,0,0,0,"Netflix"
"398",2019,"The Professor and the Madman",7.3,73,1,0,0,0,"Netflix"
"399",2016,"Asperger's Are Us",6.7,73,1,0,0,0,"Netflix"
"400",2013,"The Garden of Words",7.5,73,1,0,0,0,"Netflix"
"401",2019,"Fractured",6.4,73,1,0,1,0,"Prime Video, Netflix"
"402",2006,"The Queen",7.3,73,1,0,0,0,"Netflix"
"403",2000,"The Whole Nine Yards",6.7,72,1,0,0,0,"Netflix"
"404",2014,"E-Team",7.1,72,1,0,0,0,"Netflix"
"405",2017,"The Discovery",6.3,72,1,0,0,0,"Netflix"
"406",2008,"The Strangers",6.2,72,1,0,0,0,"Netflix"
"407",2014,"Penguins of Madagascar",6.7,72,1,0,0,0,"Netflix"
"408",2010,"She's Out of My League",6.4,72,1,0,1,0,"Prime Video, Netflix"
"409",2017,"Voyeur",6.2,72,1,0,0,0,"Netflix"
"410",2017,"It Comes at Night",6.2,72,1,0,0,0,"Netflix"
"411",2004,"The Manchurian Candidate",6.6,72,1,0,1,0,"Prime Video, Netflix"
"412",2017,"Bon Cop Bad Cop 2",6.7,72,1,0,0,0,"Netflix"
"413",2007,"Hot Rod",6.7,72,1,0,1,0,"Prime Video, Netflix"
"414",2016,"The BFG",6.4,72,1,0,0,0,"Netflix"
"415",2018,"Sunday's Illness",6.9,72,1,0,0,0,"Netflix"
"416",2012,"The Lorax",6.4,72,1,1,0,0,"Hulu, Netflix"
"417",2017,"Win It All",6.2,72,1,0,0,0,"Netflix"
"418",2018,"Mile 22",6.1,72,1,0,0,0,"Netflix"
"419",2006,"Tenacious D in The Pick of Destiny",6.8,72,1,0,0,0,"Netflix"
"420",2002,"The Sum of All Fears",6.4,72,1,0,0,0,"Netflix"
"421",2004,"G.O.R.A.",8,72,1,0,0,0,"Netflix"
"422",2019,"The Perfect Date",5.8,72,1,0,0,0,"Netflix"
"423",2019,"Code 8",6.1,72,1,0,0,0,"Netflix"
"424",2014,"Cowspiracy: The Sustainability Secret",8.2,72,1,0,0,0,"Netflix"
"425",2010,"Life As We Know It",6.5,72,1,0,0,0,"Netflix"
"426",2017,"American Assassin",6.2,72,1,0,0,0,"Netflix"
"427",2013,"August: Osage County",7.2,72,1,0,0,0,"Netflix"
"428",1998,"Kuch Kuch Hota Hai",7.6,72,1,0,0,0,"Netflix"
"429",2014,"Who Am I",7.5,72,1,0,0,0,"Netflix"
"430",2016,"Free State of Jones",6.9,72,1,0,0,0,"Netflix"
"431",2008,"Beast Stalker",6.8,72,1,0,0,0,"Netflix"
"432",2013,"Dark Skies",6.3,72,1,0,0,0,"Netflix"
"433",2013,"Safe Haven",6.7,72,1,0,0,0,"Netflix"
"434",2017,"Bāhubali 2: The Conclusion",8.2,72,1,0,0,0,"Netflix"
"435",2018,"Outlaw King",6.9,72,1,0,0,0,"Netflix"
"436",2013,"Cloudy with a Chance of Meatballs 2",6.4,72,1,0,0,0,"Netflix"
"437",2013,"Turbo",6.4,72,1,0,0,0,"Netflix"
"438",2009,"G.I. Joe: The Rise of Cobra",5.8,72,1,0,0,0,"Netflix"
"439",2013,"Horns",6.5,72,1,0,0,0,"Netflix"
"440",2015,"Drishyam",8.2,72,1,0,0,0,"Netflix"
"441",2019,"Triple Frontier",6.4,72,1,0,0,0,"Netflix"
"442",2016,"Hail, Caesar!",6.3,72,1,0,0,0,"Netflix"
"443",2021,"The Ice Road",5.6,72,1,0,0,0,"Netflix"
"444",2006,"Monster House",6.6,72,1,0,0,0,"Netflix"
"445",2019,"Freaks",6.7,72,1,0,0,0,"Netflix"
"446",2008,"Felon",7.4,72,1,0,0,0,"Netflix"
"447",2020,"Horse Girl",6,72,1,0,0,0,"Netflix"
"448",2017,"A Christmas Prince",5.8,72,1,0,1,0,"Prime Video, Netflix"
"449",2020,"Hillbilly Elegy",6.7,72,1,0,0,0,"Netflix"
"450",2015,"American Ultra",6.1,72,1,0,0,0,"Netflix"
"451",2018,"First Match",6.4,72,1,0,0,0,"Netflix"
"452",1993,"The Pelican Brief",6.6,72,1,0,0,0,"Netflix"
"453",2010,"The Tourist",6,72,1,0,0,0,"Netflix"
"454",2017,"The Dawn Wall",8.1,72,1,0,0,0,"Netflix"
"455",2020,"I'm Thinking of Ending Things",6.6,71,1,0,0,0,"Netflix"
"456",2004,"Shutter",7.1,71,1,0,0,0,"Netflix"
"457",2007,"Surf's Up",6.7,71,1,0,1,0,"Prime Video, Netflix"
"458",2012,"The Twilight Saga: Breaking Dawn - Part 2",5.5,71,1,0,0,0,"Netflix"
"459",2017,"Jagga Jasoos",6.5,71,1,0,0,0,"Netflix"
"460",2018,"The Burial of Kojo",6.5,71,1,0,0,0,"Netflix"
"461",1997,"My Best Friend's Wedding",6.3,71,1,0,0,0,"Netflix"
"462",2007,"Bee Movie",6.1,71,1,0,0,0,"Netflix"
"463",2015,"Seoul Searching",7,71,1,0,0,0,"Netflix"
"464",2017,"Before I Fall",6.5,71,1,0,0,0,"Netflix"
"465",2017,"The Babysitter",6.3,71,1,0,0,0,"Netflix"
"466",2019,"After",5.3,71,1,0,0,0,"Netflix"
"467",2014,"As Above, So Below",6.2,71,1,0,0,0,"Netflix"
"468",2013,"Bo Burnham: What.",8.4,71,1,0,0,0,"Netflix"
"469",2018,"Stree",7.6,71,1,0,1,0,"Prime Video, Netflix"
"470",2019,"Velvet Buzzsaw",5.7,71,1,0,0,0,"Netflix"
"471",2012,"Savages",6.5,71,1,0,0,0,"Netflix"
"472",2015,"Jupiter Ascending",5.3,71,1,0,0,0,"Netflix"
"473",2016,"Spectral",6.3,71,1,0,0,0,"Netflix"
"474",2010,"Resident Evil: Afterlife",5.8,71,1,1,0,0,"Hulu, Netflix"
"475",2006,"Accepted",6.4,71,1,0,0,0,"Netflix"
"476",2019,"Live Twice, Love Once",7.2,71,1,0,0,0,"Netflix"
"477",2018,"Iliza Shlesinger: Elder Millennial",7.2,71,1,0,0,0,"Netflix"
"478",2011,"Zindagi Na Milegi Dobara",8.2,71,1,0,0,0,"Netflix"
"479",2017,"Free Fire",6.4,71,1,0,0,0,"Netflix"
"480",2018,"Soorma",7.4,71,1,0,0,0,"Netflix"
"481",2017,"The Zookeeper's Wife",7,71,1,0,0,0,"Netflix"
"482",2018,"Time Share",6,71,1,0,0,0,"Netflix"
"483",2019,"The Outpost",6.8,71,1,0,0,0,"Netflix"
"484",2019,"Kabir Singh",7.1,71,1,0,0,0,"Netflix"
"485",2019,"Homecoming: A Film by Beyoncé",7.5,71,1,0,0,0,"Netflix"
"486",2020,"Jerry Seinfeld: 23 Hours to Kill",6.7,71,1,0,0,0,"Netflix"
"487",2019,"Ip Man 4: The Finale",7,71,1,0,0,0,"Netflix"
"488",2019,"The Laundromat",6.3,71,1,0,0,0,"Netflix"
"489",2017,"The 12th Man",7.4,71,1,1,0,0,"Hulu, Netflix"
"490",2020,"Bad Trip",6.6,71,1,0,0,0,"Netflix"
"491",2014,"Mr. Peabody & Sherman",6.8,71,1,0,0,0,"Netflix"
"492",2015,"Ip Man 3",7.1,71,1,0,0,0,"Netflix"
"493",2006,"Rang De Basanti",8.1,71,1,0,0,0,"Netflix"
"494",2020,"The Midnight Sky",5.6,71,1,0,0,0,"Netflix"
"495",2016,"Mr. Right",6.4,71,1,0,0,0,"Netflix"
"496",1954,"White Christmas",7.6,71,1,0,0,0,"Netflix"
"497",2020,"Synchronic",6.2,71,1,0,0,0,"Netflix"
"498",2018,"Adrift",6.6,70,1,0,0,0,"Netflix"
"499",2019,"The Game Changers",7.9,70,1,0,0,0,"Netflix"
"500",2019,"Michelle Wolf: Joke Show",7.2,70,1,0,0,0,"Netflix"
"501",2020,"Da 5 Bloods",6.5,70,1,0,0,0,"Netflix"
"502",2010,"The American",6.3,70,1,0,1,0,"Prime Video, Netflix"
"503",2019,"The Best of Enemies",7.2,70,1,0,0,0,"Netflix"
"504",2017,"Forgotten",7.5,70,1,0,1,0,"Prime Video, Netflix"
"505",2017,"I Don't Feel at Home in This World Anymore",6.9,70,1,0,0,0,"Netflix"
"506",1979,"Lupin the Third: The Castle of Cagliostro",7.6,70,1,0,0,0,"Netflix"
"507",2008,"Never Back Down",6.6,70,1,0,0,0,"Netflix"
"508",2021,"Fear Street: 1666",6.7,70,1,0,0,0,"Netflix"
"509",2005,"Zathura: A Space Adventure",6.2,70,1,0,0,0,"Netflix"
"510",2019,"Faith, Hope & Love",6.2,70,1,0,0,0,"Netflix"
"511",2014,"2 States",6.9,70,1,0,0,0,"Netflix"
"512",2019,"Grass is Greener",7.2,70,1,0,0,0,"Netflix"
"513",2018,"May the Devil Take You",6,70,1,0,0,0,"Netflix"
"514",1999,"Double Jeopardy",6.5,70,1,0,0,0,"Netflix"
"515",2020,"Ava",5.4,70,1,0,0,0,"Netflix"
"516",2012,"Barfi!",8.1,70,1,0,0,0,"Netflix"
"517",2016,"Barry",5.8,70,1,0,0,0,"Netflix"
"518",2020,"Go!",5.9,70,1,0,0,0,"Netflix"
"519",2009,"Everybody's Fine",7.1,70,1,0,0,0,"Netflix"
"520",1982,"Monty Python Live at the Hollywood Bowl",7.9,70,1,0,0,0,"Netflix"
"521",2013,"Parker",6.2,70,1,0,0,0,"Netflix"
"522",1986,"The Karate Kid Part II",6.1,70,1,0,0,0,"Netflix"
"523",2019,"System Crasher",7.8,70,1,0,0,0,"Netflix"
"524",1992,"Under Siege",6.5,70,1,0,0,0,"Netflix"
"525",2017,"Brain on Fire",6.6,70,1,0,0,0,"Netflix"
"526",2013,"The Butterfly's Dream",7.7,70,1,0,0,0,"Netflix"
"527",2020,"The Wrong Missy",5.7,70,1,0,0,0,"Netflix"
"528",2011,"Battle: Los Angeles",5.7,70,1,0,0,0,"Netflix"
"529",2018,"Pari",6.6,70,1,0,1,0,"Prime Video, Netflix"
"530",2017,"The Beguiled",6.3,70,1,0,0,0,"Netflix"
"531",2016,"Batman: The Killing Joke",6.4,70,1,0,0,0,"Netflix"
"532",2008,"Sex Drive",6.5,70,1,0,0,0,"Netflix"
"533",2020,"Mosul",7.2,70,1,0,0,0,"Netflix"
"534",2018,"Pokémon the Movie: The Power of Us",6.3,70,1,0,0,0,"Netflix"
"535",2013,"Underdogs",6.5,70,1,0,1,0,"Prime Video, Netflix"
"536",1994,"The Little Rascals",6.3,70,1,0,0,0,"Netflix"
"537",2005,"Fun with Dick and Jane",6.2,70,1,0,1,0,"Prime Video, Netflix"
"538",2016,"Ballerina",6.8,70,1,0,0,0,"Netflix"
"539",2017,"Hasan Minhaj: Homecoming King",8.3,70,1,0,0,0,"Netflix"
"540",2019,"An Easy Girl",5.6,70,1,0,0,0,"Netflix"
"541",2014,"Highway",7.6,70,1,0,1,0,"Prime Video, Netflix"
"542",2017,"The Book of Henry",6.6,70,1,0,0,0,"Netflix"
"543",2018,"Reversing Roe",7.5,70,1,0,0,0,"Netflix"
"544",2018,"The Clovehitch Killer",6.6,70,1,1,0,0,"Hulu, Netflix"
"545",2019,"There's Something in the Water",6.7,70,1,0,0,0,"Netflix"
"546",1999,"Stuart Little",5.9,70,1,0,0,0,"Netflix"
"547",2016,"Barakah Meets Barakah",6.3,70,1,0,0,0,"Netflix"
"548",2004,"Starsky & Hutch",6.1,70,1,0,0,0,"Netflix"
"549",2016,"Loving",7,70,1,0,0,0,"Netflix"
"550",2014,"Haider",8.1,70,1,0,0,0,"Netflix"
"551",2010,"The Twilight Saga: Eclipse",5,70,1,0,0,0,"Netflix"
"552",2016,"Triple 9",6.3,70,1,0,0,0,"Netflix"
"553",2004,"Spanglish",6.4,70,1,0,0,0,"Netflix"
"554",2008,"The Spiderwick Chronicles",6.5,70,1,0,0,0,"Netflix"
"555",2012,"Kahaani",8.1,69,1,0,0,0,"Netflix"
"556",2018,"Lady J",6.9,69,1,0,0,0,"Netflix"
"557",2005,"The Interpreter",6.4,69,1,0,0,0,"Netflix"
"558",2019,"Frankenstein's Monster's Monster, Frankenstein",5.9,69,1,0,0,0,"Netflix"
"559",2001,"Not Another Teen Movie",5.7,69,1,0,1,0,"Prime Video, Netflix"
"560",2018,"The Cloverfield Paradox",5.5,69,1,0,0,0,"Netflix"
"561",2020,"Disclosure",8.2,69,1,0,0,0,"Netflix"
"562",2015,"Hot Girls Wanted",6.1,69,1,0,0,0,"Netflix"
"563",2013,"Dead Man Down",6.5,69,1,0,0,0,"Netflix"
"564",2021,"Fear Street: 1994",6.2,69,1,0,0,0,"Netflix"
"565",2011,"Kill the Irishman",7.1,69,1,0,0,0,"Netflix"
"566",2018,"Set It Up",6.5,69,1,0,0,0,"Netflix"
"567",2009,"Case 39",6.2,69,1,0,1,0,"Prime Video, Netflix"
"568",2021,"Outside the Wire",5.4,69,1,0,0,0,"Netflix"
"569",2007,"Steal a Pencil for Me",7.5,69,1,0,0,0,"Netflix"
"570",2020,"Project Power",6,69,1,0,0,0,"Netflix"
"571",2018,"High Strung Free Dance",6.9,69,1,0,0,0,"Netflix"
"572",2011,"The Twilight Saga: Breaking Dawn - Part 1",4.9,69,1,0,0,0,"Netflix"
"573",2017,"Marc Maron: Too Real",7.2,69,1,0,0,0,"Netflix"
"574",2017,"The Polka King",5.9,69,1,0,0,0,"Netflix"
"575",2018,"6 Balloons",5.9,69,1,0,0,0,"Netflix"
"576",2016,"Amanda Knox",6.9,69,1,0,0,0,"Netflix"
"577",2018,"At Eternity's Gate",6.9,69,1,0,0,0,"Netflix"
"578",2018,"Anon",6.1,69,1,0,0,0,"Netflix"
"579",2014,"3 Days to Kill",6.2,69,1,0,0,0,"Netflix"
"580",2017,"To the Bone",6.8,69,1,0,0,0,"Netflix"
"581",2021,"Trollhunters: Rise of the Titans",7,69,1,0,0,0,"Netflix"
"582",2018,"Mowgli: Legend of the Jungle",6.5,69,1,0,0,0,"Netflix"
"583",2016,"Mother's Day",5.7,69,1,0,1,0,"Prime Video, Netflix"
"584",1995,"Mortal Kombat",5.8,69,1,0,0,0,"Netflix"
"585",2014,"Creep",6.3,69,1,0,1,0,"Prime Video, Netflix"
"586",2020,"Death to 2020",6.8,69,1,0,0,0,"Netflix"
"587",2018,"Operation Finale",6.6,69,1,0,0,0,"Netflix"
"588",2019,"The Great Hack",7,69,1,0,0,0,"Netflix"
"589",2018,"The Land of Steady Habits",6.2,69,1,0,0,0,"Netflix"
"590",2015,"Suffragette",6.9,69,1,0,0,0,"Netflix"
"591",2018,"Wildlife",6.8,69,1,0,0,0,"Netflix"
"592",2017,"War Machine",6,69,1,0,0,0,"Netflix"
"593",2017,"Bending the Arc",7.8,69,1,0,0,0,"Netflix"
"594",2014,"Kill the Messenger",6.9,69,1,0,0,0,"Netflix"
"595",2018,"Feminists: What Were They Thinking?",7,69,1,0,0,0,"Netflix"
"596",2020,"If Anything Happens I Love You",7.8,69,1,0,0,0,"Netflix"
"597",2017,"Nobody Speak: Trials of the Free Press",6.5,69,1,0,0,0,"Netflix"
"598",2017,"Sand Castle",6.3,69,1,0,0,0,"Netflix"
"599",2019,"The Forest of Love",6.3,69,1,0,0,0,"Netflix"
"600",2006,"Kabhi Alvida Naa Kehna",6.1,69,1,0,0,0,"Netflix"
"601",2021,"Fatherhood",6.7,69,1,0,0,0,"Netflix"
"602",2011,"Our Idiot Brother",6.4,69,1,0,0,0,"Netflix"
"603",2018,"Quién te cantará",7,68,1,0,0,0,"Netflix"
"604",2010,"Takers",6.2,68,1,0,1,0,"Prime Video, Netflix"
"605",2010,"Udaan",8.2,68,1,0,0,0,"Netflix"
"606",2016,"City of Joy",7.5,68,1,0,1,0,"Prime Video, Netflix"
"607",2016,"Under the Shadow",6.9,68,1,0,0,0,"Netflix"
"608",2019,"The Silence of Others",8,68,1,0,0,0,"Netflix"
"609",2006,"Nacho Libre",5.8,68,1,0,0,0,"Netflix"
"610",2009,"Ninja Assassin",6.3,68,1,0,0,0,"Netflix"
"611",2009,"The Twilight Saga: New Moon",4.7,68,1,0,0,0,"Netflix"
"612",2020,"Rocks",7.5,68,1,0,0,0,"Netflix"
"613",2012,"Step Up Revolution",6.4,68,1,1,0,0,"Hulu, Netflix"
"614",2020,"Giving Voice",6.7,68,1,0,0,0,"Netflix"
"615",2018,"Like Father",6.1,68,1,0,0,0,"Netflix"
"616",1987,"Eddie Murphy Raw",7.7,68,1,0,0,0,"Netflix"
"617",2013,"Berserk: The Golden Age Arc III - The Advent",7.9,68,1,0,0,0,"Netflix"
"618",2017,"Aval",6.8,68,1,0,0,0,"Netflix"
"619",2016,"The Promise",6,68,1,0,0,0,"Netflix"
"620",2018,"Prospect",6.3,68,1,0,0,0,"Netflix"
"621",2019,"Ne Zha",7.5,68,1,0,0,0,"Netflix"
"622",2017,"Bad Genius",7.6,68,1,0,0,0,"Netflix"
"623",2017,"Burning Sands",6.1,68,1,0,0,0,"Netflix"
"624",2020,"Ludo",7.6,68,1,0,0,0,"Netflix"
"625",2010,"Eat Pray Love",5.8,68,1,0,0,0,"Netflix"
"626",2015,"Circle",6,68,1,0,1,0,"Prime Video, Netflix"
"627",2019,"Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese",7.6,68,1,0,0,0,"Netflix"
"628",2018,"Dovlatov",6.4,68,1,0,0,0,"Netflix"
"629",2004,"Lakshya",7.9,68,1,0,0,0,"Netflix"
"630",2020,"American Murder: The Family Next Door",7.2,68,1,0,0,0,"Netflix"
"631",2007,"Jab We Met",7.9,68,1,0,1,0,"Prime Video, Netflix"
"632",2018,"Kuchh Bheege Alfaaz",7.5,68,1,0,0,0,"Netflix"
"633",2015,"John Mulaney: The Comeback Kid",8,68,1,0,0,0,"Netflix"
"634",2018,"Apostle",6.3,68,1,0,0,0,"Netflix"
"635",2020,"After We Collided",5.2,68,1,0,0,0,"Netflix"
"636",1988,"Mystic Pizza",6.3,68,1,1,0,0,"Hulu, Netflix"
"637",2009,"Middle Men",6.8,68,1,0,0,0,"Netflix"
"638",2020,"To All the Boys: P.S. I Still Love You",6,68,1,0,0,0,"Netflix"
"639",2020,"Malang",6.5,68,1,0,0,0,"Netflix"
"640",2019,"Someone Great",6.2,68,1,0,0,0,"Netflix"
"641",2017,"Time Trap",6.3,68,1,0,0,0,"Netflix"
"642",2016,"In This Corner of the World",7.8,68,1,0,0,0,"Netflix"
"643",2018,"C/o Kancharapalem",9,68,1,0,0,0,"Netflix"
"644",1990,"Agneepath",7.7,68,1,0,0,0,"Netflix"
"645",2018,"The Package",5.5,67,1,0,0,0,"Netflix"
"646",2018,"Tau",5.8,67,1,0,0,0,"Netflix"
"647",2011,"Your Highness",5.5,67,1,0,1,0,"Prime Video, Netflix"
"648",2004,"Alexander",5.6,67,1,0,0,0,"Netflix"
"649",2021,"Rurouni Kenshin: The Final",7.2,67,1,0,0,0,"Netflix"
"650",2014,"Bill Burr: I'm Sorry You Feel That Way",8.3,67,1,0,0,0,"Netflix"
"651",2012,"Berserk: The Golden Age Arc I - The Egg of the King",7.6,67,1,0,0,0,"Netflix"
"652",2020,"All the Bright Places",6.5,67,1,0,0,0,"Netflix"
"653",1984,"Streets of Fire",6.7,67,1,0,0,0,"Netflix"
"654",2017,"Sleepless",5.6,67,1,0,0,0,"Netflix"
"655",1982,"An Egyptian Story",7.3,67,1,0,0,0,"Netflix"
"656",2021,"Major Grom: Plague Doctor",6.3,67,1,0,0,0,"Netflix"
"657",2018,"Struggle: The Life and Lost Art of Szukalski",8,67,1,0,0,0,"Netflix"
"658",2021,"Seaspiracy",8.2,67,1,0,0,0,"Netflix"
"659",2014,"Wish I Was Here",6.7,67,1,0,0,0,"Netflix"
"660",2021,"Moxie",6.7,67,1,0,0,0,"Netflix"
"661",2020,"18 Presents",6.7,67,1,0,0,0,"Netflix"
"662",2021,"Oxygen",6.5,67,1,0,0,0,"Netflix"
"663",2018,"Private Life",7.2,67,1,0,0,0,"Netflix"
"664",2013,"The Grandmaster",6.6,67,1,0,0,0,"Netflix"
"665",2017,"Home Again",5.8,67,1,0,0,0,"Netflix"
"666",2020,"Athlete A",7.6,67,1,0,0,0,"Netflix"
"667",2018,"The Outsider",6.3,67,1,1,1,0,"Hulu, Prime Video, Netflix"
"668",2009,"The Fourth Kind",5.9,67,1,0,0,0,"Netflix"
"669",2016,"Bastille Day",6.3,67,1,0,0,0,"Netflix"
"670",2016,"The Whole Truth",6.2,67,1,0,0,0,"Netflix"
"671",2018,"Ibiza",5.2,67,1,0,0,0,"Netflix"
"672",2014,"Sabotage",5.7,67,1,0,0,0,"Netflix"
"673",2021,"Penguin Bloom",6.8,67,1,0,0,0,"Netflix"
"674",2020,"The Kissing Booth 2",5.8,67,1,0,0,0,"Netflix"
"675",2016,"Kingsglaive: Final Fantasy XV",6.8,67,1,0,0,0,"Netflix"
"676",2018,"Mirai",7,67,1,0,0,0,"Netflix"
"677",1990,"Child's Play 2",5.9,67,1,0,0,0,"Netflix"
"678",2006,"World Trade Center",5.9,67,1,0,1,0,"Prime Video, Netflix"
"679",2012,"OMG: Oh My God!",8.1,67,1,0,0,0,"Netflix"
"680",2018,"A Private War",6.7,67,1,0,0,0,"Netflix"
"681",2014,"Get on Up",6.9,67,1,0,0,0,"Netflix"
"682",2012,"The Possession",5.9,67,1,0,0,0,"Netflix"
"683",2019,"The Angry Birds Movie 2",6.4,67,1,0,0,0,"Netflix"
"684",2021,"Stowaway",5.6,67,1,0,0,0,"Netflix"
"685",2012,"Bill Burr: You People Are All The Same",8.3,67,1,0,0,0,"Netflix"
"686",2008,"Four Christmases",5.7,67,1,0,0,0,"Netflix"
"687",2013,"Bombay Talkies",6.7,67,1,0,0,0,"Netflix"
"688",2014,"Vampire Academy",5.5,67,1,0,0,0,"Netflix"
"689",2014,"Brick Mansions",5.7,67,1,0,0,0,"Netflix"
"690",2021,"Kingdom: Ashin of the North",7.1,67,1,0,0,0,"Netflix"
"691",1994,"Andaz Apna Apna",8.1,67,1,0,0,0,"Netflix"
"692",2020,"Emicida: AmarElo - It's All for Yesterday",8.5,67,1,0,0,0,"Netflix"
"693",2021,"Blue Miracle",6.7,67,1,0,0,0,"Netflix"
"694",2015,"Holding the Man",7.4,67,1,0,0,0,"Netflix"
"695",2018,"Small Town Crime",6.6,67,1,0,0,0,"Netflix"
"696",2019,"Ek Ladki Ko Dekha Toh Aisa Laga",5.5,67,1,0,0,0,"Netflix"
"697",2017,"First They Killed My Father",7.2,67,1,0,0,0,"Netflix"
"698",2020,"Rising Phoenix",8.1,67,1,0,0,0,"Netflix"
"699",2019,"The Wolf's Call",6.9,67,1,0,0,0,"Netflix"
"700",2012,"Paan Singh Tomar",8.2,67,1,0,0,0,"Netflix"
"701",2019,"John Mulaney & The Sack Lunch Bunch",7.5,67,1,0,0,0,"Netflix"
"702",2015,"Seventh Son",5.5,67,1,0,0,0,"Netflix"
"703",2005,"The Death of Mr. Lazarescu",7.9,67,1,0,0,0,"Netflix"
"704",2020,"The Occupant",6.4,67,1,0,0,0,"Netflix"
"705",2019,"The Body Remembers When the World Broke Open",6.9,67,1,0,0,0,"Netflix"
"706",2021,"The Woman in the Window",5.7,67,1,0,0,0,"Netflix"
"707",2017,"Berlin Syndrome",6.3,67,1,0,0,0,"Netflix"
"708",2017,"What the Health",7.4,67,1,0,0,0,"Netflix"
"709",2010,"The Runaways",6.5,67,1,0,0,0,"Netflix"
"710",2017,"Kodachrome",6.8,67,1,0,0,0,"Netflix"
"711",1998,"Croupier",7.1,67,1,0,0,0,"Netflix"
"712",2011,"The Smurfs",5.4,67,1,0,0,0,"Netflix"
"713",2014,"Muppets Most Wanted",6.4,67,1,0,0,1,"Disney Plus, Netflix"
"714",2017,"Creep 2",6.5,67,1,0,0,0,"Netflix"
"715",2013,"Mandela: Long Walk to Freedom",7.1,66,1,0,0,0,"Netflix"
"716",2017,"Toilet: A Love Story",7.2,66,1,0,0,0,"Netflix"
"717",2013,"The Square",8.1,66,1,0,0,0,"Netflix"
"718",1998,"Jerry Seinfeld: I'm Telling You for the Last Time",7.9,66,1,0,0,0,"Netflix"
"719",2017,"Roxanne, Roxanne",6.2,66,1,0,0,0,"Netflix"
"720",2016,"Riphagen The Untouchable",7.1,66,1,0,0,0,"Netflix"
"721",2016,"Dear Zindagi",7.5,66,1,0,0,0,"Netflix"
"722",2001,"Vizontele",8,66,1,0,0,0,"Netflix"
"723",2021,"Good on Paper",5.6,66,1,0,0,0,"Netflix"
"724",2019,"Ophelia",6.6,66,1,0,0,0,"Netflix"
"725",2014,"Black Sea",6.4,66,1,0,0,0,"Netflix"
"726",2018,"Girl",7.1,66,1,1,0,0,"Hulu, Netflix"
"727",2018,"Irreplaceable You",6.4,66,1,0,0,0,"Netflix"
"728",2016,"The Do-Over",5.7,66,1,0,0,0,"Netflix"
"729",2004,"Metallica: Some Kind of Monster",7.5,66,1,0,0,0,"Netflix"
"730",2017,"Handsome Devil",7.1,66,1,0,0,0,"Netflix"
"731",2015,"Unfriended",5.5,66,1,0,0,0,"Netflix"
"732",2016,"Visaranai",8.5,66,1,0,0,0,"Netflix"
"733",2018,"Been So Long",5.5,66,1,0,0,0,"Netflix"
"734",2021,"Yes Day",5.7,66,1,0,0,0,"Netflix"
"735",2021,"Blood Red Sky",6.1,66,1,0,0,0,"Netflix"
"736",2018,"The Bleeding Edge",7.6,66,1,0,0,0,"Netflix"
"737",2020,"Tread",7.1,66,1,0,0,0,"Netflix"
"738",2012,"Berserk: The Golden Age Arc II - The Battle for Doldrey",7.8,66,1,0,0,0,"Netflix"
"739",2019,"Kevin Hart: Irresponsible",6.5,66,1,0,0,0,"Netflix"
